,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review,pos_review_en,neg_review_en
540,Ricardo,Excepcional,"La ubicacion es ideal,cerca de Caldea y de la calle de las tiendas,Cenas buenisimas y tambien el desayuno,personal muy atento y simpatico.Volveremos seguro.",No tengo queja,España,10.0,En pareja,Habitación Doble Deluxe,2021-11-04,"The location is ideal,close to Caldea and the street of shops, very good dinners and also breakfast, very attentive and friendly staff.",So I have no complaint
541,Jose,Perfecto,La habitación,Nada,España,10.0,En pareja,Habitación Doble Deluxe,2021-11-03,The bedroom,Nothing
542,Judith,Aceptable pero mejorable,"La ubicación. La amplitud de la habitación, el desayuno, las instalaciones, la comodidad y tranquilad de la suite en la que nos alojábamos. La cama 200x200 muy cómoda pero las almohadas podrían ser mejor.","El suelo de la entrada de la habitación estaba un poco levantado, es parquet y estaba bufado y en mal estado. Los marcos de las puertas estaban también en mal estado y bufados por la parte de abajo.
Los muebles, no son los de las imágenes, al menos los de la suite que nos tocó, estaban picados, bufados y la “piel” del reposa pies del sofá estaba bastante mal y con partes deshechas. Las juntas del baño están como sucias o bien antiguas y habían goteras en la parte de la bañera, cuando la habitación de arriba se duchaba aparecían las goteras en el techo del baño encima de la bañera…",España,8.0,En pareja,Habitación Doble - 1 o 2 camas,2021-11-02,"The location. The spaciousness of the room, the breakfast, the facilities, the comfort and tranquility of the suite in which we stayed. The bed 200x200 very comfortable but the pillows could be better.",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
543,Lejud,10 en Andorra,La atención los trabajadores del restaurante,Nada negativo,España,10.0,En pareja,Habitación Doble Deluxe,2021-11-01,Attention restaurant workers,Nothing
544,Monica,Fantástico hotel y magnífica ubicación.,La Habitación cuadruple muy grande y equipada.,Todo bien.,España,10.0,En familia,Habitación Cuádruple Estándar,2021-11-01,The Quadruple Room is very large and equipped.,Everything’s fine.
545,Amadeu,Muy bien,Habitación muy grande,,España,8.0,En pareja,Habitación Doble - 1 o 2 camas,2021-11-01,Very large room,
546,Maria,Muy bien,"La habitación amplia y cómoda. 
Todo muy limpio.",No tiene alguna zona para niños.,España,8.0,En familia,Habitación Triple (2 adultos + 1 niño),2021-10-30,"The room is spacious and comfortable. 
Everything is very clean.",It doesn't have a children's area.
547,Andrea,Fantástico,"La amabilidad del personal de cocina.
La amplitud de la habitación, mucho más grande de lo que imaginábamos.",,España,9.0,En familia,Habitación Doble - 1 o 2 camas,2021-10-30,"The kindness of the kitchen staff.
The spaciousness of the room, much larger than we imagined.",
548,Manel_montcada,El personal del hotel te hace la estancia agradable.,"El tamaño de la habitación y el desayuno. En cuanto a la cena, teníamos media pensión, fue correcta. Menú variado aunque algunos platos no nos gustaron.","El menú de la cena, aunque variado, se repetía todos los días y claro, cuando haces una reserva para 5 días, te cansas un poco de ver siempre lo mismo.
El aparcamiento es de los MUY complicados para entrar y salir, pero ya lo conocía de otras ocasiones. Es más bien caro (18 €/día), aunque en Andorra, ya se sabe.
Las habitaciones muy grandes, pero comienzan a estar desactualizadas. Requieren un cambio de parquet, pintura y puertas, especialmente la de los baños.",España,8.0,En pareja,Habitación Doble - 1 o 2 camas,2021-10-29,"The size of the room and breakfast. As for dinner, we had half board, it was correct. Varied menu although some dishes we did not like.","The dinner menu, although varied, was repeated every day and of course, when you make a reservation for 5 days, you get tired of always seeing the same thing.
The parking lot is one of the VERY complicated to enter and exit, but I already knew it from other occasions. It is rather expensive (18€/day), although in Andorra, you already know.
Very large rooms, but they begin to be outdated. They require a change of parquet, paint and doors, especially that of the bathrooms."
549,Jalcanizcid,Buen Hotel y precio ajustado.,"Habitación extra grande, la mia con cama doble y dos literas + sofa cama y dos baños, uno con bañera y el otro con ducha.","Nada, a sido perfecto.",España,10.0,Persona que viaja sola,Habitación Individual,2021-10-27,"Extra-large room, mine with double bed and two bunk beds + sofa bed and two bathrooms, one with bathtub and the other with shower.","Nothing, it was perfect."
550,Javier,Camarera anticatalanes,La habitación es muy grande y es ideal para ir con niños.,Teníamos media pensión durante la cena la camarera hizo un comentario muy despectivo hacia el catalán y los catalanes. Aunque hable en castellano soy catalán. Yo no pienso volver.,España,8.0,En familia,Habitación Cuádruple Estándar,2021-10-25,The room is very large and is ideal for going with children.,"We had half board during dinner the waitress made a very derogatory comment towards the Catalan and the Catalans. Even if I speak Spanish, I am Catalan. I'm not coming back."
551,Alberto,Fantástico,Comida,La cama,España,9.0,En pareja,Habitación Doble - 1 o 2 camas,2021-10-23,Lunch,Bed
552,Sofía,Me encantó,"Grand variedad de desayuno,muy agradable la camarera,persona muy educada e amable",No havia zumo natural d naranja,Andorra,9.0,En grupo,Habitación Doble Deluxe,2021-10-22,"Great variety of breakfast,very nice waitress, very polite and friendly person",There was no natural orange juice
553,Ana,Volveremos!,"Ubicación excelente, muy cerca de la zona comercial y a 5 minutos a pie de Caldea. La habitación familiar enorme, para 4 personas  con dos zonas diferenciadas e incluso dos cuartos de baño. Limpia y la cama comodísima. 
Es la tercera vez que vamos y sin duda volveremos a repetir.","Por poner una pequeña pega, el buffet del desayuno algo escaso de variedad, pero de buena calidad. Y el parquing es caro, pero es algo ya esperable cuando vas a Andorra.",España,9.0,En familia,Habitación Cuádruple Deluxe,2021-10-17,"Excellent location, very close to the shopping area and 5 minutes walk from Caldea. The huge family room, for 4 people  with two differentiated areas and even two bathrooms. Clean and comfortable bed. 
This is the third time we have done this and we will definitely do it again.","To put a small sticker, the breakfast buffet somewhat scarce in variety, but of good quality. And parking is expensive, but it's something to look forward to when you go to Andorra."
554,Manel,Excepcional,El mobiliario necesita una actualización.,"Amplitud espacio, limpieza, ubicación.",España,10.0,En familia,Habitación Cuádruple Estándar,2021-10-17,The furniture needs an update.,"Amplitude space, cleanliness, location."
555,Montse,Excepcional,El buffet del desayuno un poco justo la zona donde está ubicado,,España,10.0,En familia,Habitación Cuádruple Deluxe,2021-10-17,The breakfast buffet is a bit right in the area where it is located,
556,Maria,Excepcional,Muy buena Jun te,,España,10.0,En grupo,Habitación Triple,2021-10-16,Very good Jun you,
557,John,Super!,"Nada, todo perfecto","Personal muy amable
Super habitación, enorme y todo en muy buen estado.
Elementos de cortesía variados
Desayuno excepcional
Very friendly staff
 Super room, huge and everything in very good condition.
 Assorted courtesy items
 Exceptional breakfast",España,10.0,En familia,Habitación Familiar,2021-10-15,"Nothing, everything is perfect ","Very friendly staff
Super room, huge and everything in very good condition.
Miscellaneous courtesy items
Exceptional breakfast
Very friendly staff
 Super room, huge and everything in very good condition.
 Assorted courtesy items
 Exceptional breakfast"
558,Elena,Excepcional,"Habitación muy grande y silenciosa, cama muy cómoda, muy buena situación y parking en el mismo hotel. Cuando llegamos no había plazas de garaje disponibles pero al ir en moto nos dejaron aparcar igualmente en un hueco sin coste adicional.
El detalle en la habitación de agua y zumo.",,España,10.0,En pareja,Habitación Doble - 1 o 2 camas,2021-10-12,"Very large and quiet room, very comfortable bed, very good location and parking in the same hotel. When we arrived there were no parking spaces available but when going by motorcycle they let us park equally in a space at no additional cost.
The detail in the room of water and juice.",
559,Albert,Hotel perfecto para familias,"Las habitaciones son espectaculares,  limpias grandisimas,  y las camas son muy cómodas,   para ir con niños tiene dos espacios en la misma habitación cada uno con su lavabo separado por un pasillo  , el hotel está en el centro y es genial genial para ir  de compras , la atención del personal es excelente tanto del recepcionista como del personal de sala , mención especial a Ana de la sala comedor un encanto ,  decir también que la comida es excelente.",No tengo pegas,España,9.0,En familia,Habitación Cuádruple Deluxe,2021-10-12,"The rooms are spectacular, great clean,  and the beds are very comfortable,   to go with children has two spaces in the same room each with its toilet separated by a hallway  , the hotel is in the center and is great great for shopping , the attention of the staff is excellent both the receptionist and the staff room , special mention to Ana of the dining room a charm , also say that the food is excellent.",I don't have any glues
560,Fernando,Fantástico,La amplitud de la habitación,Que no tuviese una sala para ver la tele o tomar una copa relajado,España,9.0,En familia,Habitación Cuádruple Deluxe,2021-10-12,The spaciousness of the room,That I didn't have a room to watch TV or have a relaxed drink
561,Susana,Repetiría si tuviera que volver,"Poca claridad al estar en una calle con edificios tan altos, es la única pega",,España,9.0,En familia,Habitación Cuádruple Estándar,2021-10-12,"Poor clarity when being on a street with such tall buildings, is the only drawback.",
562,Laura,Fantástico,"Desayuno fantástico, quizás no muchísima variedad pero sí calidad.",,España,9.0,En pareja,Habitación Doble - 1 o 2 camas,2021-10-11,"Fantastic breakfast, maybe not a lot of variety but quality.",
563,Mjose,Excepcional,Es muy céntrico y lo tienes todo al alcance. Las habitaciones muy ampias y perfectas para ir con niños,.,España,10.0,En familia,Habitación Familiar,2021-10-09,It is very central and you have everything at your fingertips. The rooms are very spacious and perfect to go with children,.
564,Julio,"Hotel muy correcto, cómodo y muy céntrico.... pero denota cierta falta de mantenimiento,.","Desayuno muy correcto y variado, parquing en el mismo edificio excelente y muy buena ubicación. Doble baño, uno para la habitación grande y otro para la pequeña del niño, grata sorpresa. Doble litera habitación entrada de niños.","Apreciamos cierta falta de mantenimiento del baño principal. La mampara corredera no sella bien y al ducharse se produce un aguacero fuera; en este sentido la puerta de acceso al baño está totalmente deteriorada como consecuencia de este aspecto. No se entiende que, la ducha del baño pequeño de la habitación del niño esté completamente sellada por una mampara entera y la bañera del baño principal sea de una media mampara mal sellada y mal instalada o con absoluta desidia de mantenimiento. Mobiliario de la habitación muy desgastado. Tratándose de un Hotel de esta categoría, estos aspectos deben mejorar.",España,8.0,En familia,Habitación Triple,2021-10-07,"Very correct and varied breakfast, parking in the same excellent building and very good location. Double bathroom, one for the large room and another for the child's little one, pleasant surprise. Double bunk bed children's entrance.",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
