client,nationality,title,pos_review,pos_review_en,pos_compound,pos_comp_score,len_pos_review,neg_review,neg_review_en,neg_compound,neg_comp_score,len_neg_review,date_review,year_review,month_review,score,score_2,travel_type,room_type
Andrea,España,Fantástico,"La amabilidad del personal de cocina.
La amplitud de la habitación, mucho más grande de lo que imaginábamos.","The kindness of the kitchen staff.
The spaciousness of the room, much larger than we imagined.",0.4588,positive,108,,,,,0,2021-10-30,2021,10,9.0,Wonderful,En familia,Habitación Doble - 1 o 2 camas
Manel_montcada,España,El personal del hotel te hace la estancia agradable.,"El tamaño de la habitación y el desayuno. En cuanto a la cena, teníamos media pensión, fue correcta. Menú variado aunque algunos platos no nos gustaron.","The size of the room and breakfast. As for dinner, we had half board, it was correct. Varied menu although some dishes we did not like.",-0.2755,negative,152,"El menú de la cena, aunque variado, se repetía todos los días y claro, cuando haces una reserva para 5 días, te cansas un poco de ver siempre lo mismo.
El aparcamiento es de los MUY complicados para entrar y salir, pero ya lo conocía de otras ocasiones. Es más bien caro (18 €/día), aunque en Andorra, ya se sabe.
Las habitaciones muy grandes, pero comienzan a estar desactualizadas. Requieren un cambio de parquet, pintura y puertas, especialmente la de los baños.","The dinner menu, although varied, was repeated every day and of course, when you make a reservation for 5 days, you get tired of always seeing the same thing.
The parking lot is one of the VERY complicated to enter and exit, but I already knew it from other occasions. It is rather expensive (18€/day), although in Andorra, you already know.
Very large rooms, but they begin to be outdated. They require a change of parquet, paint and doors, especially that of the bathrooms.",-0.2382,negative,465,2021-10-29,2021,10,8.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Jalcanizcid,España,Buen Hotel y precio ajustado.,"Habitación extra grande, la mia con cama doble y dos literas + sofa cama y dos baños, uno con bañera y el otro con ducha.","Extra-large room, mine with double bed and two bunk beds + sofa bed and two bathrooms, one with bathtub and the other with shower.",0.0,neutral,121,"Nada, a sido perfecto.","Nothing, it was perfect.",-0.4585,negative,22,2021-10-27,2021,10,10.0,Wonderful,Persona que viaja sola,Habitación Individual
Javier,España,Camarera anticatalanes,La habitación es muy grande y es ideal para ir con niños.,The room is very large and is ideal for going with children.,0.5267,positive,57,Teníamos media pensión durante la cena la camarera hizo un comentario muy despectivo hacia el catalán y los catalanes. Aunque hable en castellano soy catalán. Yo no pienso volver.,"We had half board during dinner the waitress made a very derogatory comment towards the Catalan and the Catalans. Even if I speak Spanish, I am Catalan. I'm not coming back.",0.0,neutral,179,2021-10-25,2021,10,8.0,Good,En familia,Habitación Cuádruple Estándar
Alberto,España,Fantástico,Comida,Lunch,0.0,neutral,6,La cama,Bed,0.0,neutral,7,2021-10-23,2021,10,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Sofía,Andorra,Me encantó,"Grand variedad de desayuno,muy agradable la camarera,persona muy educada e amable","Great variety of breakfast,very nice waitress, very polite and friendly person",0.885,positive,81,No havia zumo natural d naranja,There was no natural orange juice,0.0772,neutral,31,2021-10-22,2021,10,9.0,Wonderful,En grupo,Habitación Doble Deluxe
Ana,España,Volveremos!,"Ubicación excelente, muy cerca de la zona comercial y a 5 minutos a pie de Caldea. La habitación familiar enorme, para 4 personas  con dos zonas diferenciadas e incluso dos cuartos de baño. Limpia y la cama comodísima. 
Es la tercera vez que vamos y sin duda volveremos a repetir.","Excellent location, very close to the shopping area and 5 minutes walk from Caldea. The huge family room, for 4 people  with two differentiated areas and even two bathrooms. Clean and comfortable bed. 
This is the third time we have done this and we will definitely do it again.",0.9287,positive,280,"Por poner una pequeña pega, el buffet del desayuno algo escaso de variedad, pero de buena calidad. Y el parquing es caro, pero es algo ya esperable cuando vas a Andorra.","To put a small sticker, the breakfast buffet somewhat scarce in variety, but of good quality. And parking is expensive, but it's something to look forward to when you go to Andorra.",0.5927,positive,169,2021-10-17,2021,10,9.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Manel,España,Excepcional,El mobiliario necesita una actualización.,The furniture needs an update.,0.0,neutral,41,"Amplitud espacio, limpieza, ubicación.","Amplitude space, cleanliness, location.",0.0,neutral,38,2021-10-17,2021,10,10.0,Wonderful,En familia,Habitación Cuádruple Estándar
Montse,España,Excepcional,El buffet del desayuno un poco justo la zona donde está ubicado,The breakfast buffet is a bit right in the area where it is located,0.0,neutral,63,,,,,0,2021-10-17,2021,10,10.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Maria,España,Excepcional,Muy buena Jun te,Very good Jun you,0.4927,positive,16,,,,,0,2021-10-16,2021,10,10.0,Wonderful,En grupo,Habitación Triple
John,España,Super!,"Nada, todo perfecto","Nothing, everything is perfect ",-0.4585,negative,19,"Personal muy amable
Super habitación, enorme y todo en muy buen estado.
Elementos de cortesía variados
Desayuno excepcional
Very friendly staff
 Super room, huge and everything in very good condition.
 Assorted courtesy items
 Exceptional breakfast","Very friendly staff
Super room, huge and everything in very good condition.
Miscellaneous courtesy items
Exceptional breakfast
Very friendly staff
 Super room, huge and everything in very good condition.
 Assorted courtesy items
 Exceptional breakfast",0.9839,positive,248,2021-10-15,2021,10,10.0,Wonderful,En familia,Habitación Familiar
Elena,España,Excepcional,"Habitación muy grande y silenciosa, cama muy cómoda, muy buena situación y parking en el mismo hotel. Cuando llegamos no había plazas de garaje disponibles pero al ir en moto nos dejaron aparcar igualmente en un hueco sin coste adicional.
El detalle en la habitación de agua y zumo.","Very large and quiet room, very comfortable bed, very good location and parking in the same hotel. When we arrived there were no parking spaces available but when going by motorcycle they let us park equally in a space at no additional cost.
The detail in the room of water and juice.",-0.0018,neutral,282,,,,,0,2021-10-12,2021,10,10.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Albert,España,Hotel perfecto para familias,"Las habitaciones son espectaculares,  limpias grandisimas,  y las camas son muy cómodas,   para ir con niños tiene dos espacios en la misma habitación cada uno con su lavabo separado por un pasillo  , el hotel está en el centro y es genial genial para ir  de compras , la atención del personal es excelente tanto del recepcionista como del personal de sala , mención especial a Ana de la sala comedor un encanto ,  decir también que la comida es excelente.","The rooms are spectacular, great clean,  and the beds are very comfortable,   to go with children has two spaces in the same room each with its toilet separated by a hallway  , the hotel is in the center and is great great for shopping , the attention of the staff is excellent both the receptionist and the staff room , special mention to Ana of the dining room a charm , also say that the food is excellent.",0.9854,positive,456,No tengo pegas,I don't have any glues,0.0,neutral,14,2021-10-12,2021,10,9.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Fernando,España,Fantástico,La amplitud de la habitación,The spaciousness of the room,0.0,neutral,28,Que no tuviese una sala para ver la tele o tomar una copa relajado,That I didn't have a room to watch TV or have a relaxed drink,0.4939,positive,66,2021-10-12,2021,10,9.0,Wonderful,En familia,Habitación Cuádruple Deluxe
Susana,España,Repetiría si tuviera que volver,"Poca claridad al estar en una calle con edificios tan altos, es la única pega","Poor clarity when being on a street with such tall buildings, is the only drawback.",-0.1027,neutral,77,,,,,0,2021-10-12,2021,10,9.0,Wonderful,En familia,Habitación Cuádruple Estándar
Laura,España,Fantástico,"Desayuno fantástico, quizás no muchísima variedad pero sí calidad.","Fantastic breakfast, maybe not a lot of variety but quality.",0.3182,positive,66,,,,,0,2021-10-11,2021,10,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Mjose,España,Excepcional,Es muy céntrico y lo tienes todo al alcance. Las habitaciones muy ampias y perfectas para ir con niños,It is very central and you have everything at your fingertips. The rooms are very spacious and perfect to go with children,0.6077,positive,102,.,.,0.0,neutral,1,2021-10-09,2021,10,10.0,Wonderful,En familia,Habitación Familiar
Julio,España,"Hotel muy correcto, cómodo y muy céntrico.... pero denota cierta falta de mantenimiento,.","Desayuno muy correcto y variado, parquing en el mismo edificio excelente y muy buena ubicación. Doble baño, uno para la habitación grande y otro para la pequeña del niño, grata sorpresa. Doble litera habitación entrada de niños.","Very correct and varied breakfast, parking in the same excellent building and very good location. Double bathroom, one for the large room and another for the child's little one, pleasant surprise. Double bunk bed children's entrance.",0.8945,positive,228,"Apreciamos cierta falta de mantenimiento del baño principal. La mampara corredera no sella bien y al ducharse se produce un aguacero fuera; en este sentido la puerta de acceso al baño está totalmente deteriorada como consecuencia de este aspecto. No se entiende que, la ducha del baño pequeño de la habitación del niño esté completamente sellada por una mampara entera y la bañera del baño principal sea de una media mampara mal sellada y mal instalada o con absoluta desidia de mantenimiento. Mobiliario de la habitación muy desgastado. Tratándose de un Hotel de esta categoría, estos aspectos deben mejorar.",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,609,2021-10-07,2021,10,8.0,Good,En familia,Habitación Triple
Marian,España,Gran Hotel. Habitaciones enormes.,"Su ubicación, sus habitaciones, su personal…. Fue un auténtico descubrimiento. Siempre viajo en familia y en la mayoría de hoteles estamos hacinados en las familiares. Esto era un pequeño piso, 2 grandes habitaciones y dos baños. Las camas COMODÍSIMAS, los niños tenían su propia tele, teníamos sitio para todas las maletas… en fin. Un 10","Its location, its rooms, its staff... It was a real discovery. I always travel as a family and in most hotels we are overcrowded with family members. This was a small flat, 2 large bedrooms and two bathrooms. The COMFORTABLE beds, the children had their own TV, we had room for all the suitcases… well. A 10",0.7297,positive,338,"Quizás el desayuno excesivamente caro, somos 7 y pagar 70 euros a diario es demasiado. Deberían plantearse algún tipo de bono familiar.","Perhaps the breakfast is excessively expensive, there are 7 of us and paying 70 euros a day is too much. Some kind of family bonus should be considered.",0.5423,positive,135,2021-09-27,2021,9,10.0,Wonderful,En familia,Habitación Familiar Deluxe
Jesus,España,Excelente.....muy recomendable,Todo estuvo muy bien. habitaciones increíbles (muy grandes) desayuno super completo y el personal muy agradable y el restaurante muy recomendable con un personal agradable y profesional,Amazing rooms (very large) breakfast super full and the staff very nice and the restaurant highly recommended with a nice and professional staff,0.943,positive,185,,,,,0,2021-09-25,2021,9,9.0,Wonderful,En pareja,Habitación Doble - 1 o 2 camas
Ester,España,Excepcional,"Todo en general, me encantaron los platos ofrecidos en la cena.","All in all, I loved the dishes offered at dinner.",0.5994,positive,63,No hay nada que no me gustara,No hay nada que no me gustara.,-0.5267,negative,29,2021-09-23,2021,9,10.0,Wonderful,En familia,Habitación Familiar
Simó,España,Excepcional,Mas dimensiones y la comodidad de la habitacion,More dimensions and comfort of the room,0.4144,positive,47,,,,,0,2021-09-19,2021,9,10.0,Wonderful,En familia,Habitación Doble - 1 o 2 camas
Angels,España,Confortable y bien situado,"Ubicación muy buena, ya que esta cerca del centro de Escaldes y.la calle es tranquila y no ruidosa.
Las camas don cómodas y los espacios amplios y acogedores.","Very good location, since it is close to the center of Escaldes and the street is quiet and not noisy.
Comfortable don beds and spacious and cozy spaces.",0.2521,positive,158,"La habitación que está junto a la puerta escucha todo lo que pasa en el rellano, con lo cual resulta difícil el descanso","The room next to the door listens to everything that happens on the landing, making it difficult to rest",-0.3612,negative,120,2021-09-19,2021,9,8.0,Good,En familia,Habitación Familiar
